 ,,,,,,,,,,,,,
,,,,,,Return to contents,,,,,,,
Method of delivery,,,,,,,,,,,,,
"Percentages are derived from the total excluding unknown; except for the proportion of unknowns, which are derived from the overall total.",,,,,,,,,,,,,
,,,,,,,,,,,,,
Table 3.a: Method of delivery by person conducting delivery,,,,,,,,,,,,,
"NHS Hospitals, England, 2024-25",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Person conducting delivery,,,,,,,,,,,
Method of delivery,Total deliveries,Unknown,Total excl.  unknown,Hospital Doctor,GP Other,Midwife,,,,,,,
Caesarean,238052,0,238052,0.008766992085762775,0.2932720582057702,0.23304992186581083,0.15891905970124173,0.10406549829449029,0.06908994673432696,0.045275822089291415,0.08756070102330583,,
Elective Caesarean delivery,105635,0,105635,0.010564680266956974,0.5166280115492025,0.243621905618403,0.0974582288067402,0.04702040043546173,0.028882472665309793,0.01717233871349458,0.038651961944431296,,
Other/Emergency Caesarean delivery,132417,0,132417,0.00733289532310806,0.11509096264074854,0.22461617466035327,0.20794913039866483,0.14957294003035865,0.1011652582372354,0.06769523550601508,0.12657740320351615,,
Other,36,0,36,0.1388888888888889,0.3611111111111111,0.25,0.1111111111111111,0.027777777777777776,0.08333333333333333,0.027777777777777776,0,,
Unknown,14147,0,14147,0.24697815791333852,0.28606771753728705,0.18406729341909944,0.10963455149501661,0.060224782639428855,0.03930161871774935,0.023609245776489714,0.050116632501590444,,
Source: NHS England,,,,,,,,,,,,,
,,,,,,,,,,,,,
Table 3.f: Method of delivery by birth weight,,,,,,,,,,,,,
"NHS Hospitals, England, 2024-25",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Birth weight ,,,,,,,,,,,
Method of delivery,Total deliveries,Unknown,Total excl.  unknown,999g and under,1000g to 1499g,1500g to 1999g,2000g to 2499g,2500g to 2999g,3000g to 3499g,3500g to 3999g,4000g to 4499g,4500g to 4999g,5000g and over
Total,542235,87705,454530,2689,2629,5637,21471,82179,171501,129071,34868,4131,354
Spontaneous,232574,36536,196038,1222,578,1286,7687,36794,77891,55929,13401,1187,63
